ELEID,INDEX,KSATV,THETA_S,THETA_R,INFD,ALPA,BETA,HAREAF,KSATMACV
322,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
323,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
324,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
325,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
326,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
327,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
328,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
329,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
330,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
331,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
332,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
333,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
334,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
335,114,0.86784986,0.44187079,0.01,0.1,6.36924,1.18526,0.01,86.785
336,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
337,230,1.05228457,0.46075532,0.01,0.1,5.90711,1.19165,0.01,105.2285
338,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
339,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
340,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
341,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
342,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
343,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
344,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
345,238,1.12179668,0.45705573,0.01,0.1,5.93583,1.21865,0.01,112.1797
346,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
347,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
348,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
349,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
350,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
351,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
352,206,0.7550684,0.45695984,0.01,0.1,5.58062,1.19389,0.01,75.5068
353,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
354,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
355,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
356,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
357,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
358,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
359,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
360,238,1.12179668,0.45705573,0.01,0.1,5.93583,1.21865,0.01,112.1797
361,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
362,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
363,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
364,318,0.7213302,0.42439724,0.01,0.1,5.38928,1.26113,0.01,72.133
365,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
366,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
367,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
368,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
369,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
370,95,0.57910711,0.4413978,0.01,0.1,5.76059,1.16504,0.01,57.9107
371,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
372,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
373,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
374,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
375,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
376,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
377,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
378,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
379,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
380,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
381,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
382,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
383,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
384,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
385,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
386,294,0.92871043,0.45589602,0.01,0.1,5.14967,1.24573,0.01,92.871
387,294,0.92871043,0.45589602,0.01,0.1,5.14967,1.24573,0.01,92.871
388,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
389,60,0.61995658,0.43819983,0.01,0.1,5.7886,1.18958,0.01,61.9957
390,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
391,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
392,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
393,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
394,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
395,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
396,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
397,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
398,275,0.9708216,0.43495507,0.01,0.1,6.18502,1.24896,0.01,97.0822
399,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
400,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
401,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
402,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
403,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
404,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
405,184,0.57286552,0.46200269,0.01,0.1,4.969,1.16666,0.01,57.2866
406,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
407,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
408,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
409,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
410,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
411,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
412,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
413,275,0.9708216,0.43495507,0.01,0.1,6.18502,1.24896,0.01,97.0822
414,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
415,61,0.582458,0.3947263,0.01,0.1,6.69456,1.19662,0.01,58.2458
416,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
417,238,1.12179668,0.45705573,0.01,0.1,5.93583,1.21865,0.01,112.1797
418,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
419,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
420,264,1.03877657,0.4750659,0.01,0.1,4.93345,1.21627,0.01,103.8777
421,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
422,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
423,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
424,288,0.96168763,0.46212925,0.01,0.1,4.8803,1.23574,0.01,96.1688
425,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
426,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
427,1,0.43947433,0.40693314,0.01,0.1,5.70954,1.1812,0.01,43.9474
428,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
429,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
430,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
431,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
432,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
433,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
434,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
435,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
436,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
437,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
438,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
439,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
440,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
441,302,1.16730723,0.4534682,0.01,0.1,5.73626,1.25407,0.01,116.7307
442,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
443,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
444,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
445,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
446,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
447,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
448,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
449,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
450,69,0.78979529,0.42277454,0.01,0.1,6.64197,1.20762,0.01,78.9795
451,114,0.86784986,0.44187079,0.01,0.1,6.36924,1.18526,0.01,86.785
452,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
453,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
454,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
455,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
456,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
457,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
458,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
459,238,1.12179668,0.45705573,0.01,0.1,5.93583,1.21865,0.01,112.1797
460,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
461,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
462,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
463,350,1.13385609,0.46371695,0.01,0.1,5.4099,1.21363,0.01,113.3856
464,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
465,44,0.51238955,0.4073938,0.01,0.1,6.56355,1.16126,0.01,51.239
466,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
467,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
468,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
469,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
470,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
471,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
472,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
473,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
474,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
475,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
476,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
477,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
478,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
479,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
480,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
481,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
482,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
483,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
484,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
485,60,0.61995658,0.43819983,0.01,0.1,5.7886,1.18958,0.01,61.9957
486,1,0.43947433,0.40693314,0.01,0.1,5.70954,1.1812,0.01,43.9474
487,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
488,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
489,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
490,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
491,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
492,157,0.5280154,0.44465611,0.01,0.1,5.51318,1.14633,0.01,52.8015
493,32,0.36110928,0.41774832,0.01,0.1,4.79005,1.14446,0.01,36.1109
494,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
495,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
496,6,0.39882895,0.41448358,0.01,0.1,5.00502,1.16479,0.01,39.8829
497,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
498,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
499,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
500,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
501,1,0.43947433,0.40693314,0.01,0.1,5.70954,1.1812,0.01,43.9474
502,19,0.32971807,0.41148079,0.01,0.1,4.90223,1.15296,0.01,32.9718
503,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
504,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
505,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
506,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
507,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
508,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
509,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
510,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
511,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
512,69,0.78979529,0.42277454,0.01,0.1,6.64197,1.20762,0.01,78.9795
513,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
514,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
515,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
516,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
517,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
518,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
519,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
520,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
521,69,0.78979529,0.42277454,0.01,0.1,6.64197,1.20762,0.01,78.9795
522,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
523,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
524,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
525,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
526,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
527,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
528,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
529,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
530,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
531,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
532,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
533,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
534,13,0.4624467,0.40415674,0.01,0.1,5.51758,1.21439,0.01,46.2447
535,63,0.61978946,0.41039658,0.01,0.1,6.70117,1.17373,0.01,61.9789
536,14,0.39393485,0.42726889,0.01,0.1,5.05111,1.15763,0.01,39.3935
537,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
538,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
539,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
540,43,0.3467007,0.4018939,0.01,0.1,4.88623,1.15981,0.01,34.6701
541,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
542,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
543,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
544,6,0.39882895,0.41448358,0.01,0.1,5.00502,1.16479,0.01,39.8829
545,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
546,64,0.73518104,0.42613369,0.01,0.1,6.60983,1.17972,0.01,73.5181
547,36,0.446469,0.41608914,0.01,0.1,5.5519,1.1473,0.01,44.6469
548,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
549,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
550,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
551,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
552,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
553,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
554,41,0.53144617,0.43198099,0.01,0.1,5.53882,1.15325,0.01,53.1446
555,105,0.61462055,0.39175778,0.01,0.1,6.46948,1.23369,0.01,61.4621
556,39,0.48899253,0.39418559,0.01,0.1,5.5498,1.22603,0.01,48.8993
557,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
558,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
559,112,0.66366886,0.4422283,0.01,0.1,6.22549,1.15129,0.01,66.3669
560,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
561,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
562,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
563,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
564,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
565,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
566,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
567,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
568,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
569,104,0.70308925,0.40409986,0.01,0.1,6.50735,1.23881,0.01,70.3089
570,105,0.61462055,0.39175778,0.01,0.1,6.46948,1.23369,0.01,61.4621
571,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
572,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
573,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
574,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
575,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
576,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
577,78,0.66798103,0.42955318,0.01,0.1,6.32594,1.15845,0.01,66.7981
578,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
579,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
580,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
581,104,0.70308925,0.40409986,0.01,0.1,6.50735,1.23881,0.01,70.3089
582,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
583,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
584,137,0.64781907,0.43511392,0.01,0.1,5.59398,1.22179,0.01,64.7819
585,64,0.73518104,0.42613369,0.01,0.1,6.60983,1.17972,0.01,73.5181
586,235,0.94905449,0.45453202,0.01,0.1,6.21629,1.20046,0.01,94.9054
587,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
588,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
589,2,0.35545191,0.40859232,0.01,0.1,4.92606,1.1777,0.01,35.5452
590,110,0.59064864,0.44552282,0.01,0.1,5.72993,1.13662,0.01,59.0649
591,95,0.57910711,0.4413978,0.01,0.1,5.76059,1.16504,0.01,57.9107
592,85,0.55622659,0.42628546,0.01,0.1,6.32696,1.1465,0.01,55.6227
593,131,0.45708477,0.42313974,0.01,0.1,6.15256,1.13726,0.01,45.7085
594,126,0.62954595,0.44787285,0.01,0.1,5.39821,1.15887,0.01,62.9546
595,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
596,112,0.66366886,0.4422283,0.01,0.1,6.22549,1.15129,0.01,66.3669
597,110,0.59064864,0.44552282,0.01,0.1,5.72993,1.13662,0.01,59.0649
598,85,0.55622659,0.42628546,0.01,0.1,6.32696,1.1465,0.01,55.6227
599,288,0.96168763,0.46212925,0.01,0.1,4.8803,1.23574,0.01,96.1688
600,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
601,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
602,85,0.55622659,0.42628546,0.01,0.1,6.32696,1.1465,0.01,55.6227
603,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
604,85,0.55622659,0.42628546,0.01,0.1,6.32696,1.1465,0.01,55.6227
605,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
606,63,0.61978946,0.41039658,0.01,0.1,6.70117,1.17373,0.01,61.9789
607,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
608,34,0.40765747,0.40982161,0.01,0.1,5.68192,1.15597,0.01,40.7657
609,76,0.56117221,0.41366132,0.01,0.1,6.41335,1.1523,0.01,56.1172
610,34,0.40765747,0.40982161,0.01,0.1,5.68192,1.15597,0.01,40.7657
611,39,0.48899253,0.39418559,0.01,0.1,5.5498,1.22603,0.01,48.8993
612,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
613,63,0.61978946,0.41039658,0.01,0.1,6.70117,1.17373,0.01,61.9789
614,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
615,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
616,1,0.43947433,0.40693314,0.01,0.1,5.70954,1.1812,0.01,43.9474
617,84,0.61218391,0.42318189,0.01,0.1,6.6109,1.16618,0.01,61.2184
618,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
619,39,0.48899253,0.39418559,0.01,0.1,5.5498,1.22603,0.01,48.8993
620,42,0.42865449,0.40023471,0.01,0.1,5.7151,1.16295,0.01,42.8654
621,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
622,95,0.57910711,0.4413978,0.01,0.1,5.76059,1.16504,0.01,57.9107
623,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
624,84,0.61218391,0.42318189,0.01,0.1,6.6109,1.16618,0.01,61.2184
625,156,0.79128383,0.44544503,0.01,0.1,6.09568,1.16426,0.01,79.1284
626,41,0.53144617,0.43198099,0.01,0.1,5.53882,1.15325,0.01,53.1446
627,1,0.43947433,0.40693314,0.01,0.1,5.70954,1.1812,0.01,43.9474
628,36,0.446469,0.41608914,0.01,0.1,5.5519,1.1473,0.01,44.6469
629,1,0.43947433,0.40693314,0.01,0.1,5.70954,1.1812,0.01,43.9474
630,63,0.61978946,0.41039658,0.01,0.1,6.70117,1.17373,0.01,61.9789
631,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
632,45,0.44253425,0.42871327,0.01,0.1,5.53971,1.1417,0.01,44.2534
633,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
634,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
635,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
636,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
637,63,0.61978946,0.41039658,0.01,0.1,6.70117,1.17373,0.01,61.9789
638,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
639,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
640,44,0.51238955,0.4073938,0.01,0.1,6.56355,1.16126,0.01,51.239
641,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
642,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
643,229,0.83323516,0.4761316,0.01,0.1,5.25021,1.1741,0.01,83.3235
644,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
645,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
646,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
