ELEID,INDEX,KSATV,THETA_S,THETA_R,INFD,ALPA,BETA,HAREAF,KSATMACV
972,85,0.55622659,0.42628546,0.01,0.1,6.32696,1.1465,0.01,55.6227
973,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
974,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
975,85,0.55622659,0.42628546,0.01,0.1,6.32696,1.1465,0.01,55.6227
976,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
977,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
978,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
979,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
980,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
981,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
982,86,0.46838851,0.44305698,0.01,0.1,5.08437,1.16186,0.01,46.8389
983,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
984,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
985,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
986,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
987,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
988,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
989,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
990,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
991,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
992,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
993,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
994,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
995,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
996,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
997,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
998,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
999,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1000,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1001,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1002,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1003,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1004,63,0.61978946,0.41039658,0.01,0.1,6.70117,1.17373,0.01,61.9789
1005,42,0.42865449,0.40023471,0.01,0.1,5.7151,1.16295,0.01,42.8654
1006,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1007,114,0.86784986,0.44187079,0.01,0.1,6.36924,1.18526,0.01,86.785
1008,78,0.66798103,0.42955318,0.01,0.1,6.32594,1.15845,0.01,66.7981
1009,64,0.73518104,0.42613369,0.01,0.1,6.60983,1.17972,0.01,73.5181
1010,63,0.61978946,0.41039658,0.01,0.1,6.70117,1.17373,0.01,61.9789
1011,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1012,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
1013,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1014,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1015,293,0.68789761,0.42796024,0.01,0.1,5.57678,1.22195,0.01,68.7898
1016,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1017,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1018,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1019,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1020,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1021,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1022,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1023,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1024,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1025,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
1026,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1027,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
1028,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1029,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1030,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1031,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1032,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1033,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1034,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1035,6,0.39882895,0.41448358,0.01,0.1,5.00502,1.16479,0.01,39.8829
1036,1,0.43947433,0.40693314,0.01,0.1,5.70954,1.1812,0.01,43.9474
1037,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1038,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1039,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1040,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1041,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1042,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1043,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1044,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1045,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1046,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1047,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1048,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1049,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1050,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1051,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1052,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1053,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1054,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1055,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1056,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1057,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1058,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1059,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1060,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1061,16,0.45243161,0.40818686,0.01,0.1,4.86026,1.22652,0.01,45.2432
1062,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1063,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1064,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1065,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
1066,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1067,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1068,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1069,275,0.9708216,0.43495507,0.01,0.1,6.18502,1.24896,0.01,97.0822
1070,277,0.82596607,0.47022063,0.01,0.1,4.64809,1.18445,0.01,82.5966
1071,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
1072,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1073,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1074,206,0.7550684,0.45695984,0.01,0.1,5.58062,1.19389,0.01,75.5068
1075,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
1076,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1077,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1078,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1079,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1080,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1081,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1082,198,0.7082806,0.46034351,0.01,0.1,5.55362,1.16994,0.01,70.8281
1083,114,0.86784986,0.44187079,0.01,0.1,6.36924,1.18526,0.01,86.785
1084,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1085,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1086,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1087,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1088,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
1089,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1090,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1091,16,0.45243161,0.40818686,0.01,0.1,4.86026,1.22652,0.01,45.2432
1092,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1093,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
1094,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1095,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1096,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1097,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1098,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1099,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
1100,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
1101,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1102,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1103,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1104,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1105,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1106,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1107,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1108,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
1109,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1110,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1111,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1112,289,0.80338682,0.44349161,0.01,0.1,5.32273,1.22838,0.01,80.3387
1113,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
1114,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1115,76,0.56117221,0.41366132,0.01,0.1,6.41335,1.1523,0.01,56.1172
1116,84,0.61218391,0.42318189,0.01,0.1,6.6109,1.16618,0.01,61.2184
1117,264,1.03877657,0.4750659,0.01,0.1,4.93345,1.21627,0.01,103.8777
1118,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1119,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1120,238,1.12179668,0.45705573,0.01,0.1,5.93583,1.21865,0.01,112.1797
1121,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1122,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1123,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1124,284,1.04604954,0.48183089,0.01,0.1,4.40328,1.21333,0.01,104.605
1125,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1126,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1127,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1128,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1129,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
1130,157,0.5280154,0.44465611,0.01,0.1,5.51318,1.14633,0.01,52.8015
1131,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1132,112,0.66366886,0.4422283,0.01,0.1,6.22549,1.15129,0.01,66.3669
1133,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
1134,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
1135,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1136,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1137,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
1138,1,0.43947433,0.40693314,0.01,0.1,5.70954,1.1812,0.01,43.9474
1139,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1140,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1141,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1142,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1143,228,0.76654468,0.46694307,0.01,0.1,5.07529,1.16547,0.01,76.6545
1144,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1145,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1146,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1147,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1148,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1149,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1150,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1151,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1152,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1153,42,0.42865449,0.40023471,0.01,0.1,5.7151,1.16295,0.01,42.8654
1154,63,0.61978946,0.41039658,0.01,0.1,6.70117,1.17373,0.01,61.9789
1155,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1156,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
1157,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
1158,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1159,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1160,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
1161,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1162,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1163,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1164,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1165,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1166,41,0.53144617,0.43198099,0.01,0.1,5.53882,1.15325,0.01,53.1446
1167,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1168,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1169,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1170,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1171,198,0.7082806,0.46034351,0.01,0.1,5.55362,1.16994,0.01,70.8281
1172,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1173,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
1174,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1175,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1176,39,0.48899253,0.39418559,0.01,0.1,5.5498,1.22603,0.01,48.8993
1177,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1178,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1179,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
1180,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1181,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
1182,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1183,37,0.48705394,0.4256097,0.01,0.1,5.78832,1.16073,0.01,48.7054
1184,37,0.48705394,0.4256097,0.01,0.1,5.78832,1.16073,0.01,48.7054
1185,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1186,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1187,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1188,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1189,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1190,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1191,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1192,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1193,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
1194,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1195,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1196,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1197,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1198,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1199,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1200,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1201,294,0.92871043,0.45589602,0.01,0.1,5.14967,1.24573,0.01,92.871
1202,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1203,198,0.7082806,0.46034351,0.01,0.1,5.55362,1.16994,0.01,70.8281
1204,199,0.67713567,0.46484232,0.01,0.1,4.74481,1.18179,0.01,67.7136
1205,86,0.46838851,0.44305698,0.01,0.1,5.08437,1.16186,0.01,46.8389
1206,95,0.57910711,0.4413978,0.01,0.1,5.76059,1.16504,0.01,57.9107
1207,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1208,95,0.57910711,0.4413978,0.01,0.1,5.76059,1.16504,0.01,57.9107
1209,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
1210,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1211,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1212,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1213,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1214,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1215,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1216,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1217,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1218,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1219,76,0.56117221,0.41366132,0.01,0.1,6.41335,1.1523,0.01,56.1172
1220,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1221,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1222,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1223,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1224,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1225,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1226,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1227,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1228,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1229,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1230,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1231,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1232,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1233,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1234,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1235,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1236,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1237,69,0.78979529,0.42277454,0.01,0.1,6.64197,1.20762,0.01,78.9795
1238,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1239,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
1240,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1241,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1242,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1243,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1244,275,0.9708216,0.43495507,0.01,0.1,6.18502,1.24896,0.01,97.0822
1245,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
1246,299,0.47933091,0.438619,0.01,0.1,5.72019,1.15403,0.01,47.9331
1247,126,0.62954595,0.44787285,0.01,0.1,5.39821,1.15887,0.01,62.9546
1248,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1249,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1250,197,0.52451971,0.46544671,0.01,0.1,4.75558,1.14877,0.01,52.452
1251,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1252,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1253,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
1254,294,0.92871043,0.45589602,0.01,0.1,5.14967,1.24573,0.01,92.871
1255,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1256,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1257,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1258,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1259,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1260,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1261,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1262,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1263,34,0.40765747,0.40982161,0.01,0.1,5.68192,1.15597,0.01,40.7657
1264,37,0.48705394,0.4256097,0.01,0.1,5.78832,1.16073,0.01,48.7054
1265,14,0.39393485,0.42726889,0.01,0.1,5.05111,1.15763,0.01,39.3935
1266,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
1267,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1268,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1269,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1270,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1271,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1272,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1273,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1274,60,0.61995658,0.43819983,0.01,0.1,5.7886,1.18958,0.01,61.9957
1275,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1276,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1277,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1278,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1279,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1280,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1281,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1282,199,0.67713567,0.46484232,0.01,0.1,4.74481,1.18179,0.01,67.7136
1283,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
1284,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1285,339,1.20875668,0.45970144,0.01,0.1,5.4362,1.24373,0.01,120.8757
1286,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1287,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
1288,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1289,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
