date,cmname,unit,category,country,admname,adm1id,mktname,price
#date,#item+name,#item+unit,#item+type,#country+name,#adm1+name,#adm1+code,#name+market,#value
7/15/05,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,238
8/15/05,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,250
9/15/05,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,248
10/15/05,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,233
11/15/05,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,252
12/15/05,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,253
1/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,243
2/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,237
3/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,245
4/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,249
5/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,260
6/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,264
7/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,275
8/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,293
9/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,298
10/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,291
11/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,307
12/15/06,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,341
1/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,323
2/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,316
3/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,318
4/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,320
5/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,355
6/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,326
7/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,338
8/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,397
9/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,362
10/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,372
11/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,378
12/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,357
1/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,385
2/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,385
3/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,430
4/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,469
5/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,561
6/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,725
7/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,740
8/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,744
9/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,735
10/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,800
11/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,800
12/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,750
1/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,640
2/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,550
3/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,630
4/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,620
5/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,620
6/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,560
7/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,590
8/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,575
9/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,542
10/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,542
11/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,468
12/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,510
1/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,595
2/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,547
3/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,542
4/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,570
5/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,563
6/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,513
7/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,552
8/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,559
9/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,558
10/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,556
11/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,576
12/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,584.5
1/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,442.66
2/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,401
5/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,481
6/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,545
7/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,551
8/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,664
9/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,768
10/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,683
11/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,683
1/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,689
2/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,750
3/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,767
4/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,767
5/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,816
8/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1001
9/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1002
10/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,994
11/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1002
12/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,939
1/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1002
2/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,823
3/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,829
4/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,859
5/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,885
6/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,988
7/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1033
8/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1039
9/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1052
10/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1106
12/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,991
1/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,903
3/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,876
4/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,870
5/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,864
6/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,864
7/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,927
8/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,954
9/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,954
10/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,897
11/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,853
12/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,885
1/15/15,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,894
2/15/15,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,883
5/15/15,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,822
6/15/15,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,842
7/15/15,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,854
8/15/15,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,882
10/15/15,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,850
11/15/15,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1007
12/15/15,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,979
1/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1004
2/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1016
3/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1012
4/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1042
5/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1014
6/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1037
7/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1046
8/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1060
9/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1065
10/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1057
11/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1031
12/15/16,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1000
1/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,943
2/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,915
3/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,648
4/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,974
5/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,966
6/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,991
7/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1010
8/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1042
9/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1036
10/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1015
11/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1007
12/15/17,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,982
1/15/18,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,981
2/15/18,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1013
3/15/18,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1127
5/15/18,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1114
6/15/18,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1141
7/15/18,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1214.25
8/15/18,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,1487.1667
7/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,181
8/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,180
9/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,172
10/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,158
11/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,145
12/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,144
1/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,147
2/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,152
3/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,150
4/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,160
5/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,169
6/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,171
7/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,175
8/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,177
9/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,175
10/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,162
11/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,163
12/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,161
1/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,156
2/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,149
3/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,160
4/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,169
5/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,166
6/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,186
7/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,191
8/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,219
9/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,235
10/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,205
11/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,188
12/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,201
1/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,255.5
2/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,276.25
3/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,315
4/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,353
5/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,423
6/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,540
7/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,553
8/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,595
9/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,569
10/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,390
11/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,430
12/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,365
1/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,365
2/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,340
3/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,343
4/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,303
5/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,302
6/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,415
7/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,358.5
8/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,390
9/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,344
10/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,328
11/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,286
12/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,302
1/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,314
2/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,270
3/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,266
4/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,272
5/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,270
6/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,274
7/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,273
8/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,263
9/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,238
10/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,239
11/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,240
12/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,252
1/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,257
2/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,269
3/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,324
4/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,396
5/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,452
6/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Addis Ababa,1227,Addis Ababa,449
