date,cmname,unit,category,country,admname,adm1id,mktname,price
#date,#item+name,#item+unit,#item+type,#country+name,#adm1+name,#adm1+code,#name+market,#value
9/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,248
10/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,230
11/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,248
12/15/07,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,211
1/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,241
2/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,280
3/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,305
4/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,321
5/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,424
6/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,494
7/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,727
8/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,689
9/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,675
10/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,690
11/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,645
12/15/08,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,550
1/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,630
2/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,620
3/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,550
4/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,535
5/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,535
6/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,553
7/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,544
8/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,550
9/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,550
10/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,412
11/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,399
12/15/09,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,426.5
1/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,435
2/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,444
3/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,454
4/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,427
5/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,372
6/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,340
7/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,367
8/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,358
9/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,365
10/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,363
11/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,343
12/15/10,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,337.5
1/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,368
2/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,356
3/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,368
4/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,454
5/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,448
6/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,431
7/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,431
8/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,573
9/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,735
10/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,568
11/15/11,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,568
1/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,468
3/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,700
5/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,660
8/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,800
11/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,900
12/15/12,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,928
1/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,953
2/15/13,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,853
4/15/14,Sorghum - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,785
7/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,182
8/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,179
9/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,180
10/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,177
11/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,163
12/15/05,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,151.25
1/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,153
2/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,150
3/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,153
4/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,158
5/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,156
6/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,153
7/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,155
8/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,157
9/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,152
10/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,147
11/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,146
12/15/06,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,151
1/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,151
2/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,150
3/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,157
4/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,159
5/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,158
6/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,169
7/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,170
8/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,198
9/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,222
10/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,230
11/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,231
12/15/07,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,226
1/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,244
2/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,265
3/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,304
4/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,320
5/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,492
6/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,456
7/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,605
8/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,581
9/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,620
10/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,570
11/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,454
12/15/08,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,335
1/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,380
2/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,420
3/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,370
4/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,368
5/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,367
6/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,375
7/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,371
8/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,375
9/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,375
10/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,340
11/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,350
12/15/09,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,359
1/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,350
2/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,310
3/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,304
4/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,307
5/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,302
6/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,305
7/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,285
8/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,286
9/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,268
10/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,250
11/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,244
12/15/10,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,270
1/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,288
2/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,264
3/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,334
4/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,341
5/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,399
6/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,383
7/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,414
8/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,500
9/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,513
10/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,543
11/15/11,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,450
1/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,480
2/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,530
3/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,526
4/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,543
5/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,550
6/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,545
7/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,600
8/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,603
9/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,595
10/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,596
11/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,580
12/15/12,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,550
1/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,525
2/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,549
3/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,565
4/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,549
5/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,570
6/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,600
7/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,690
8/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,623
9/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,760
10/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,799
12/15/13,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,563
1/15/14,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,613
3/15/14,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,560
4/15/14,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,584
5/15/14,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,600
6/15/14,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,613
7/15/14,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,548
8/15/14,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,535
9/15/14,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,535
10/15/14,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,450
11/15/14,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,458
1/15/15,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,465
2/15/15,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,450
5/15/15,Maize (white) - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,450
7/15/05,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,239
8/15/05,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,235
9/15/05,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,233
10/15/05,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,228
11/15/05,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,225
12/15/05,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,223.75
1/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,235
2/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,226
3/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,232
4/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,259
5/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,265
6/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,275
7/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,283
8/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,270
9/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,285
10/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,301
11/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,292
12/15/06,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,295
1/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,288
2/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,280
3/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,289
4/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,296
5/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,290
6/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,295
7/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,295
8/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,300
9/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,305
10/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,295
11/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,333
12/15/07,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,335
1/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,344
2/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,373
3/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,443
4/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,468
5/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,569
6/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,696
7/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,724
8/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,693
9/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,705
10/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,775
11/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,710
12/15/08,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,500
1/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,530
2/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,590
3/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,610
4/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,535
5/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,535
6/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,529
7/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,532
8/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,530
9/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,530
10/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,412
11/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,478
12/15/09,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,544
1/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,515
2/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,476
3/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,448
4/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,500
5/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,573
6/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,595
7/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,517
8/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,535
9/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,470
10/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,469
11/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,481
12/15/10,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,467.5
1/15/11,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,465
2/15/11,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,453
3/15/11,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,517
4/15/11,Wheat - Wholesale,ETB/100 KG,cereals and tubers,Ethiopia,Amhara,1229,Gonder,516
