dcat-cube:measure_1_value,sdmx-dimension:refPeriod,sdmx-attribute:unitMeasure,sdmx-dimension:refArea,dcat-cube:dimension_thing
0.082134514,7/15/05,$/kg,Addis Ababa,Sorghum - Wholesale
0.08627575000000001,8/15/05,$/kg,Addis Ababa,Sorghum - Wholesale
0.08558554400000001,9/15/05,$/kg,Addis Ababa,Sorghum - Wholesale
0.08040899900000001,10/15/05,$/kg,Addis Ababa,Sorghum - Wholesale
0.08696595600000001,11/15/05,$/kg,Addis Ababa,Sorghum - Wholesale
0.08731105900000001,12/15/05,$/kg,Addis Ababa,Sorghum - Wholesale
0.083860029,1/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.081789411,2/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.084550235,3/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.08593064700000001,4/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.08972678,5/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.091107192,6/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.09490332500000001,7/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.10111517900000001,8/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.10284069400000001,9/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.10042497300000001,10/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.105946621,11/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.11768012300000001,12/15/06,$/kg,Addis Ababa,Sorghum - Wholesale
0.11146826900000001,1/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.10905254800000001,2/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.10974275400000001,3/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.11043296000000001,4/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.12251156500000002,5/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.112503578,6/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.11664481400000001,7/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.13700589100000002,8/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.12492728600000001,9/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.12837831600000002,10/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.13044893400000002,11/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.12320177100000002,12/15/07,$/kg,Addis Ababa,Sorghum - Wholesale
0.13286465500000003,1/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.13286465500000003,2/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.14839429,3/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.161853307,4/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.19360278300000003,5/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.250199675,6/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.25537622000000004,7/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.25675663200000004,8/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.25365070500000003,9/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.2760824,10/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.2760824,11/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.25882725,12/15/08,$/kg,Addis Ababa,Sorghum - Wholesale
0.22086592000000002,1/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.18980665000000002,2/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.21741489000000003,3/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.21396386000000003,4/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.21396386000000003,5/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.19325768000000002,6/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.20361077000000002,7/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.19843422500000002,8/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.18704582600000003,9/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.18704582600000003,10/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.16150820400000002,11/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.17600253000000002,12/15/09,$/kg,Addis Ababa,Sorghum - Wholesale
0.205336285,1/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.188771341,2/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.18704582600000003,3/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.19670871,4/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.19429298900000003,5/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.17703783900000003,6/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.19049685600000002,7/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.19291257700000003,8/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.19256747400000002,9/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.19187726800000002,10/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.19877932800000003,11/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.2017127035,12/15/10,$/kg,Addis Ababa,Sorghum - Wholesale
0.15276329398000002,1/15/11,$/kg,Addis Ababa,Sorghum - Wholesale
0.13838630300000002,2/15/11,$/kg,Addis Ababa,Sorghum - Wholesale
0.16599454300000002,5/15/11,$/kg,Addis Ababa,Sorghum - Wholesale
0.188081135,6/15/11,$/kg,Addis Ababa,Sorghum - Wholesale
0.190151753,7/15/11,$/kg,Addis Ababa,Sorghum - Wholesale
0.22914839200000003,8/15/11,$/kg,Addis Ababa,Sorghum - Wholesale
0.265039104,9/15/11,$/kg,Addis Ababa,Sorghum - Wholesale
0.23570534900000004,10/15/11,$/kg,Addis Ababa,Sorghum - Wholesale
0.23570534900000004,11/15/11,$/kg,Addis Ababa,Sorghum - Wholesale
0.23777596700000003,1/15/12,$/kg,Addis Ababa,Sorghum - Wholesale
0.25882725,2/15/12,$/kg,Addis Ababa,Sorghum - Wholesale
0.264694001,3/15/12,$/kg,Addis Ababa,Sorghum - Wholesale
0.264694001,4/15/12,$/kg,Addis Ababa,Sorghum - Wholesale
0.28160404800000005,5/15/12,$/kg,Addis Ababa,Sorghum - Wholesale
0.345448103,8/15/12,$/kg,Addis Ababa,Sorghum - Wholesale
0.345793206,9/15/12,$/kg,Addis Ababa,Sorghum - Wholesale
0.343032382,10/15/12,$/kg,Addis Ababa,Sorghum - Wholesale
0.345793206,11/15/12,$/kg,Addis Ababa,Sorghum - Wholesale
0.324051717,12/15/12,$/kg,Addis Ababa,Sorghum - Wholesale
0.345793206,1/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.28401976900000003,2/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.286090387,3/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.296443477,4/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.305416155,5/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.34096176400000006,6/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.35649139900000004,7/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.358562017,8/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.363048356,9/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.381683918,10/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.34199707300000004,12/15/13,$/kg,Addis Ababa,Sorghum - Wholesale
0.31162800900000004,1/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.302310228,3/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.30023961000000005,4/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.298168992,5/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.298168992,6/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.319910481,7/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.32922826200000005,8/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.32922826200000005,9/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.309557391,10/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.29437285900000004,11/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.305416155,12/15/14,$/kg,Addis Ababa,Sorghum - Wholesale
0.30852208200000003,1/15/15,$/kg,Addis Ababa,Sorghum - Wholesale
0.30472594900000005,2/15/15,$/kg,Addis Ababa,Sorghum - Wholesale
0.283674666,5/15/15,$/kg,Addis Ababa,Sorghum - Wholesale
0.290576726,6/15/15,$/kg,Addis Ababa,Sorghum - Wholesale
0.29471796200000006,7/15/15,$/kg,Addis Ababa,Sorghum - Wholesale
0.30438084600000004,8/15/15,$/kg,Addis Ababa,Sorghum - Wholesale
0.29333755,10/15/15,$/kg,Addis Ababa,Sorghum - Wholesale
0.34751872100000003,11/15/15,$/kg,Addis Ababa,Sorghum - Wholesale
0.33785583700000005,12/15/15,$/kg,Addis Ababa,Sorghum - Wholesale
0.34648341200000005,1/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.35062464800000004,2/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.34924423600000004,3/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.35959732600000005,4/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.349934442,5/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.35787181100000004,6/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.36097773800000005,7/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.36580918,8/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.367534695,9/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.364773871,10/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.355801193,11/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.34510300000000005,12/15/16,$/kg,Addis Ababa,Sorghum - Wholesale
0.325432129,1/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.31576924500000003,2/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.22362674400000002,3/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.33613032200000004,4/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.33336949800000004,5/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.34199707300000004,6/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.34855403,7/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.35959732600000005,8/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.357526708,9/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.350279545,10/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.34751872100000003,11/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.33889114600000003,12/15/17,$/kg,Addis Ababa,Sorghum - Wholesale
0.338546043,1/15/18,$/kg,Addis Ababa,Sorghum - Wholesale
0.34958933900000005,2/15/18,$/kg,Addis Ababa,Sorghum - Wholesale
0.388931081,3/15/18,$/kg,Addis Ababa,Sorghum - Wholesale
0.38444474200000006,5/15/18,$/kg,Addis Ababa,Sorghum - Wholesale
0.39376252300000003,6/15/18,$/kg,Addis Ababa,Sorghum - Wholesale
0.41904131775000003,7/15/18,$/kg,Addis Ababa,Sorghum - Wholesale
0.5132256896701001,8/15/18,$/kg,Addis Ababa,Sorghum - Wholesale
0.062463643000000006,7/15/05,$/kg,Addis Ababa,Maize (white) - Wholesale
0.06211854000000001,8/15/05,$/kg,Addis Ababa,Maize (white) - Wholesale
0.059357716000000005,9/15/05,$/kg,Addis Ababa,Maize (white) - Wholesale
0.054526274000000007,10/15/05,$/kg,Addis Ababa,Maize (white) - Wholesale
0.05003993500000001,11/15/05,$/kg,Addis Ababa,Maize (white) - Wholesale
0.04969483200000001,12/15/05,$/kg,Addis Ababa,Maize (white) - Wholesale
0.050730141000000006,1/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.052455656,2/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.051765450000000005,3/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.055216480000000005,4/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.05832240700000001,5/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.059012613000000005,6/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.060393025,7/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.06108323100000001,8/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.060393025,9/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.055906686000000004,10/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.056251789,11/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.055561583000000005,12/15/06,$/kg,Addis Ababa,Maize (white) - Wholesale
0.05383606800000001,1/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.051420347000000005,2/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.055216480000000005,3/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.05832240700000001,4/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.05728709800000001,5/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.06418915800000001,6/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.06591467300000001,7/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.075577557,8/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.08109920500000001,9/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.07074611500000001,10/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.06487936400000001,11/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.069365703,12/15/07,$/kg,Addis Ababa,Maize (white) - Wholesale
0.0881738165,1/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.09533470375000001,2/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.10870744500000001,3/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.12182135900000002,4/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.145978569,5/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.18635562000000003,6/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.190841959,7/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.205336285,8/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.19636360700000002,9/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.13459017,10/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.14839429,11/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.125962595,12/15/08,$/kg,Addis Ababa,Maize (white) - Wholesale
0.125962595,1/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.11733502000000001,2/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.11837032900000001,3/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.10456620900000001,4/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.10422110600000001,5/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.143217745,6/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.12371942550000001,7/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.13459017,8/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.11871543200000001,9/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.113193784,10/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.098699458,11/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.10422110600000001,12/15/09,$/kg,Addis Ababa,Maize (white) - Wholesale
0.10836234200000001,1/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.09317781000000001,2/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.091797398,3/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.09386801600000001,4/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.09317781000000001,5/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.09455822200000001,6/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.09421311900000001,7/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.090762089,8/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.082134514,9/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.082479617,10/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.08282472,11/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.08696595600000001,12/15/10,$/kg,Addis Ababa,Maize (white) - Wholesale
0.08869147100000001,1/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.09283270700000001,2/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.11181337200000001,3/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.136660788,4/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.15598655600000003,5/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.15495124700000001,6/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16806516100000002,7/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.21223834500000002,8/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.217759993,9/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.20809710900000003,10/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.152535526,11/15/11,$/kg,Addis Ababa,Maize (white) - Wholesale
0.14804918700000003,1/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16806516100000002,2/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16392392500000003,3/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.164269028,4/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16323371900000003,5/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.17841825100000003,6/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.178763354,7/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.178763354,8/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.18566541400000003,9/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.187390929,10/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.20015974000000003,11/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.157712071,12/15/12,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16261253360000003,1/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.163578822,2/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16392392500000003,3/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.170825985,4/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.17807314800000001,5/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.20292056400000003,6/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.19946953400000003,7/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.22086592000000002,8/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.24191720300000003,9/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.26814503100000003,10/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.159092483,12/15/13,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16737495500000002,1/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.166339646,3/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.17841825100000003,4/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.176347633,5/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.182214384,6/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.18566541400000003,7/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.17807314800000001,8/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.17807314800000001,9/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16392392500000003,10/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16530433700000002,11/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.174967221,12/15/14,$/kg,Addis Ababa,Maize (white) - Wholesale
0.15736696800000002,1/15/15,$/kg,Addis Ababa,Maize (white) - Wholesale
0.156331659,2/15/15,$/kg,Addis Ababa,Maize (white) - Wholesale
0.149774702,5/15/15,$/kg,Addis Ababa,Maize (white) - Wholesale
0.17841825100000003,6/15/15,$/kg,Addis Ababa,Maize (white) - Wholesale
0.17772804500000003,7/15/15,$/kg,Addis Ababa,Maize (white) - Wholesale
0.163578822,8/15/15,$/kg,Addis Ababa,Maize (white) - Wholesale
0.149774702,10/15/15,$/kg,Addis Ababa,Maize (white) - Wholesale
0.154606144,11/15/15,$/kg,Addis Ababa,Maize (white) - Wholesale
0.158402277,12/15/15,$/kg,Addis Ababa,Maize (white) - Wholesale
0.157712071,1/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.158402277,2/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.15874738000000002,3/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.159782689,4/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16323371900000003,5/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16806516100000002,6/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.172206397,7/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.19291257700000003,8/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.198089122,9/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.19498319500000003,10/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.18186928100000002,11/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.161163101,12/15/16,$/kg,Addis Ababa,Maize (white) - Wholesale
0.16219841000000002,1/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.17324170600000002,2/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.209822624,3/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.20740690300000003,4/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.22949349500000002,5/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.24985457200000002,6/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.27677260600000003,7/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.30023961000000005,8/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.28574528400000004,9/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.272286267,10/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.20430097600000002,11/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.201885255,12/15/17,$/kg,Addis Ababa,Maize (white) - Wholesale
0.22431695000000001,1/15/18,$/kg,Addis Ababa,Maize (white) - Wholesale
0.23087390700000002,2/15/18,$/kg,Addis Ababa,Maize (white) - Wholesale
0.23018370100000002,3/15/18,$/kg,Addis Ababa,Maize (white) - Wholesale
0.24778395400000003,5/15/18,$/kg,Addis Ababa,Maize (white) - Wholesale
0.2561814488299,6/15/18,$/kg,Addis Ababa,Maize (white) - Wholesale
0.25830959550000004,7/15/18,$/kg,Addis Ababa,Maize (white) - Wholesale
0.24201579892710004,8/15/18,$/kg,Addis Ababa,Maize (white) - Wholesale
0.076957969,7/15/05,$/kg,Addis Ababa,Wheat - Wholesale
0.07902858700000001,8/15/05,$/kg,Addis Ababa,Wheat - Wholesale
0.07937369000000001,9/15/05,$/kg,Addis Ababa,Wheat - Wholesale
0.08282472,10/15/05,$/kg,Addis Ababa,Wheat - Wholesale
0.081789411,11/15/05,$/kg,Addis Ababa,Wheat - Wholesale
0.083169823,12/15/05,$/kg,Addis Ababa,Wheat - Wholesale
0.083169823,1/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.08489533800000001,2/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.08558554400000001,3/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.091452295,4/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.09455822200000001,5/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.09317781000000001,6/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.09559353100000001,7/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.10284069400000001,8/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.10042497300000001,9/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.09938966400000002,10/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.10180538500000001,11/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.10284069400000001,12/15/06,$/kg,Addis Ababa,Wheat - Wholesale
0.10249559100000001,1/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.10249559100000001,2/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.10284069400000001,3/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.10077007600000001,4/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.099044561,5/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.10284069400000001,6/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.104911312,7/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.112503578,8/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.11388399,9/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.11388399,10/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.11595460800000001,11/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.11491929900000002,12/15/07,$/kg,Addis Ababa,Wheat - Wholesale
0.11949191375000001,1/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.13286465500000003,2/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.1380412,3/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.16254351300000003,4/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.19670871,5/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.256411529,6/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.21568937500000002,7/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.22362674400000002,8/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.21223834500000002,9/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.21741489000000003,10/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.22017571400000002,11/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.18980665000000002,12/15/08,$/kg,Addis Ababa,Wheat - Wholesale
0.15874738000000002,1/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.18980665000000002,2/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.19325768000000002,3/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.20361077000000002,4/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.20361077000000002,5/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.19498319500000003,6/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.19929698250000003,7/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.19670871,8/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.183594796,9/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.17013577900000001,10/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.18393989900000002,11/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.190841959,12/15/09,$/kg,Addis Ababa,Wheat - Wholesale
0.18980665000000002,1/15/10,$/kg,Addis Ababa,Wheat - Wholesale
0.16530433700000002,2/15/10,$/kg,Addis Ababa,Wheat - Wholesale
0.16979067600000003,3/15/10,$/kg,Addis Ababa,Wheat - Wholesale
