date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2012-01-15,Fuel (diesel) - Retail,L,non-food,7.9063,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-02-15,Fuel (diesel) - Retail,L,non-food,7.275,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-03-15,Fuel (diesel) - Retail,L,non-food,7.4531,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-04-15,Fuel (diesel) - Retail,L,non-food,8.1719,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-05-15,Fuel (diesel) - Retail,L,non-food,11.9688,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-06-15,Fuel (diesel) - Retail,L,non-food,10.2656,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-07-15,Fuel (diesel) - Retail,L,non-food,10.3438,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-08-15,Fuel (diesel) - Retail,L,non-food,10.8125,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-09-15,Fuel (diesel) - Retail,L,non-food,10.125,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-10-15,Fuel (diesel) - Retail,L,non-food,10.6875,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-11-15,Fuel (diesel) - Retail,L,non-food,10.4516,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-12-15,Fuel (diesel) - Retail,L,non-food,10.1875,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-01-15,Fuel (diesel) - Retail,L,non-food,9.625,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-02-15,Fuel (diesel) - Retail,L,non-food,9.1875,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-03-15,Fuel (diesel) - Retail,L,non-food,9.2656,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-04-15,Fuel (diesel) - Retail,L,non-food,9.1071,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-05-15,Fuel (diesel) - Retail,L,non-food,8.75,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-06-15,Fuel (diesel) - Retail,L,non-food,8.8333,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-07-15,Fuel (diesel) - Retail,L,non-food,8.7656,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-08-15,Fuel (diesel) - Retail,L,non-food,9.4286,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-09-15,Fuel (diesel) - Retail,L,non-food,9.0714,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-10-15,Fuel (diesel) - Retail,L,non-food,8.7857,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-11-15,Fuel (diesel) - Retail,L,non-food,8.8214,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2013-12-15,Fuel (diesel) - Retail,L,non-food,8.9643,SSP,South Sudan,,0,National Average,1199,284,15,15,8,1199_284_15_15,
2012-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,9.9187,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,9.1406,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,8.675,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,11.8438,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,14.3125,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,14.2581,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,11.9643,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,11.3214,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,11.0625,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.7813,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,11.5129,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2012-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,11.8438,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.7813,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.3214,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.5625,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.3571,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.6786,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,11.0714,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.3594,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.8571,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.3571,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,11.0,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.7857,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,10.25,SSP,South Sudan,,0,National Average,1199,285,15,15,8,1199_285_15_15,
2013-10-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2013-11-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2013-12-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-01-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-02-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-03-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-04-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-05-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-06-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-07-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-08-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-09-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-10-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-11-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2014-12-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-01-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-02-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-03-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-04-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-05-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-06-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-07-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-08-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-09-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-10-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-11-15,Exchange rate - Retail,USD/LCU,non-food,2.96,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2015-12-15,Exchange rate - Retail,USD/LCU,non-food,18.5,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2016-01-15,Exchange rate - Retail,USD/LCU,non-food,18.5,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2016-02-15,Exchange rate - Retail,USD/LCU,non-food,30.1,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2016-03-15,Exchange rate - Retail,USD/LCU,non-food,32.0,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2016-04-15,Exchange rate - Retail,USD/LCU,non-food,32.0,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2016-05-15,Exchange rate - Retail,USD/LCU,non-food,32.0,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2016-06-15,Exchange rate - Retail,USD/LCU,non-food,41.0,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2016-07-15,Exchange rate - Retail,USD/LCU,non-food,45.0,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2016-08-15,Exchange rate - Retail,USD/LCU,non-food,57.0,SSP,South Sudan,,0,National Average,1199,305,15,56,8,1199_305_15_56,
2013-10-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.375,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2013-11-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.476,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2013-12-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.671,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-01-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.75,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-02-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.175,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-03-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,3.975,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-04-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,3.875,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-05-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.225,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-06-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.45,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-07-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.688,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-08-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.663,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-09-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,4.688,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-10-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,5.305,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-11-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,5.725,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2014-12-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,5.875,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-01-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,6.275,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-02-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,6.2606,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-03-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,6.7,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-04-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,8.8,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-05-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,10.2,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-06-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,10.5,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-07-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,12.25,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-08-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,14.72,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-09-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,16.35,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-10-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,17.08,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-11-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,18.0,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2015-12-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,18.5,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2016-01-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,20.98,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2016-02-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,30.5,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2016-03-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,35.0,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2016-04-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,37.0,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2016-05-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,38.0,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2016-06-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,48.0,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2016-07-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,65.0,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2016-08-15,Exchange rate (unofficial) - Retail,USD/LCU,non-food,67.0,SSP,South Sudan,,0,National Average,1199,473,15,56,8,1199_473_15_56,
2018-03-15,Rice - Retail,KG,cereals and tubers,296.0,SSP,South Sudan,,2746,Rumbek,1390,52,15,5,1,1390_52_15_5,
2018-04-15,Rice - Retail,KG,cereals and tubers,295.0,SSP,South Sudan,,2746,Rumbek,1390,52,15,5,1,1390_52_15_5,
2018-08-15,Rice - Retail,KG,cereals and tubers,300.0,SSP,South Sudan,,2746,Rumbek,1390,52,15,5,1,1390_52_15_5,
2018-09-15,Rice - Retail,KG,cereals and tubers,300.0,SSP,South Sudan,,2746,Rumbek,1390,52,15,5,1,1390_52_15_5,
2018-10-15,Rice - Retail,KG,cereals and tubers,220.0,SSP,South Sudan,,2746,Rumbek,1390,52,15,5,1,1390_52_15_5,
2018-12-15,Rice - Retail,KG,cereals and tubers,300.0,SSP,South Sudan,,2746,Rumbek,1390,52,15,5,1,1390_52_15_5,
2019-03-15,Rice - Retail,KG,cereals and tubers,400.0,SSP,South Sudan,,2746,Rumbek,1390,52,15,5,1,1390_52_15_5,
2018-03-15,Maize meal - Retail,KG,cereals and tubers,300.0,SSP,South Sudan,,2746,Rumbek,1390,54,15,5,1,1390_54_15_5,
2018-04-15,Maize meal - Retail,KG,cereals and tubers,185.0,SSP,South Sudan,,2746,Rumbek,1390,54,15,5,1,1390_54_15_5,
2018-08-15,Maize meal - Retail,KG,cereals and tubers,318.0,SSP,South Sudan,,2746,Rumbek,1390,54,15,5,1,1390_54_15_5,
2018-09-15,Maize meal - Retail,KG,cereals and tubers,305.0,SSP,South Sudan,,2746,Rumbek,1390,54,15,5,1,1390_54_15_5,
2018-10-15,Maize meal - Retail,KG,cereals and tubers,105.0,SSP,South Sudan,,2746,Rumbek,1390,54,15,5,1,1390_54_15_5,
2018-12-15,Maize meal - Retail,KG,cereals and tubers,120.0,SSP,South Sudan,,2746,Rumbek,1390,54,15,5,1,1390_54_15_5,
2019-03-15,Maize meal - Retail,KG,cereals and tubers,250.0,SSP,South Sudan,,2746,Rumbek,1390,54,15,5,1,1390_54_15_5,
2009-10-15,Wheat flour - Retail,KG,cereals and tubers,8.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2009-11-15,Wheat flour - Retail,KG,cereals and tubers,8.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2009-12-15,Wheat flour - Retail,KG,cereals and tubers,11.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2010-01-15,Wheat flour - Retail,KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2010-02-15,Wheat flour - Retail,KG,cereals and tubers,11.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2010-04-15,Wheat flour - Retail,KG,cereals and tubers,11.75,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2010-06-15,Wheat flour - Retail,KG,cereals and tubers,11.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2010-07-15,Wheat flour - Retail,KG,cereals and tubers,11.25,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2010-09-15,Wheat flour - Retail,KG,cereals and tubers,15.75,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2010-10-15,Wheat flour - Retail,KG,cereals and tubers,8.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2010-11-15,Wheat flour - Retail,KG,cereals and tubers,8.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2010-12-15,Wheat flour - Retail,KG,cereals and tubers,7.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-01-15,Wheat flour - Retail,KG,cereals and tubers,5.375,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-02-15,Wheat flour - Retail,KG,cereals and tubers,6.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-03-15,Wheat flour - Retail,KG,cereals and tubers,5.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-04-15,Wheat flour - Retail,KG,cereals and tubers,5.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-05-15,Wheat flour - Retail,KG,cereals and tubers,7.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-06-15,Wheat flour - Retail,KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-07-15,Wheat flour - Retail,KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-08-15,Wheat flour - Retail,KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-10-15,Wheat flour - Retail,KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-11-15,Wheat flour - Retail,KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2011-12-15,Wheat flour - Retail,KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2012-01-15,Wheat flour - Retail,KG,cereals and tubers,10.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2012-02-15,Wheat flour - Retail,KG,cereals and tubers,10.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2012-03-15,Wheat flour - Retail,KG,cereals and tubers,15.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2012-04-15,Wheat flour - Retail,KG,cereals and tubers,15.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2012-05-15,Wheat flour - Retail,KG,cereals and tubers,25.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2012-07-15,Wheat flour - Retail,KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2012-08-15,Wheat flour - Retail,KG,cereals and tubers,10.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2012-10-15,Wheat flour - Retail,KG,cereals and tubers,20.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2012-11-15,Wheat flour - Retail,KG,cereals and tubers,19.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2012-12-15,Wheat flour - Retail,KG,cereals and tubers,15.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2013-01-15,Wheat flour - Retail,KG,cereals and tubers,15.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2013-02-15,Wheat flour - Retail,KG,cereals and tubers,15.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2013-03-15,Wheat flour - Retail,KG,cereals and tubers,20.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2015-12-15,Wheat flour - Retail,KG,cereals and tubers,23.5,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2016-01-15,Wheat flour - Retail,KG,cereals and tubers,24.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2016-05-15,Wheat flour - Retail,KG,cereals and tubers,40.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2016-09-15,Wheat flour - Retail,KG,cereals and tubers,100.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2016-10-15,Wheat flour - Retail,KG,cereals and tubers,100.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2016-11-15,Wheat flour - Retail,KG,cereals and tubers,110.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2016-12-15,Wheat flour - Retail,KG,cereals and tubers,110.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2017-01-15,Wheat flour - Retail,KG,cereals and tubers,120.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2017-02-15,Wheat flour - Retail,KG,cereals and tubers,120.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2017-03-15,Wheat flour - Retail,KG,cereals and tubers,120.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2017-04-15,Wheat flour - Retail,KG,cereals and tubers,250.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2017-06-15,Wheat flour - Retail,KG,cereals and tubers,338.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2017-07-15,Wheat flour - Retail,KG,cereals and tubers,338.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2017-10-15,Wheat flour - Retail,KG,cereals and tubers,300.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2018-01-15,Wheat flour - Retail,KG,cereals and tubers,200.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2018-03-15,Wheat flour - Retail,KG,cereals and tubers,272.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2018-04-15,Wheat flour - Retail,KG,cereals and tubers,270.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2018-08-15,Wheat flour - Retail,KG,cereals and tubers,307.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2018-09-15,Wheat flour - Retail,KG,cereals and tubers,335.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
2018-10-15,Wheat flour - Retail,KG,cereals and tubers,395.0,SSP,South Sudan,,2746,Rumbek,1390,58,15,5,1,1390_58_15_5,
