date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2017-11-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,193.0,SSP,South Sudan,,2765,Kuajok,1387,510,15,47,1,1387_510_15_47,
2019-03-15,Sorghum (local) - Wholesale,50 KG,cereals and tubers,3980.0,SSP,South Sudan,,2765,Kuajok,1387,511,14,22,1,1387_511_14_22,
2018-03-15,Rice - Retail,KG,cereals and tubers,250.0,SSP,South Sudan,,2765,Wunrok,2240,52,15,5,1,2240_52_15_5,
2018-03-15,Wheat flour - Retail,KG,cereals and tubers,200.0,SSP,South Sudan,,2765,Wunrok,2240,58,15,5,1,2240_58_15_5,
2015-04-15,Beans (red) - Retail,KG,pulses and nuts,15.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2015-05-15,Beans (red) - Retail,KG,pulses and nuts,15.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2015-06-15,Beans (red) - Retail,KG,pulses and nuts,16.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2015-07-15,Beans (red) - Retail,KG,pulses and nuts,20.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2015-08-15,Beans (red) - Retail,KG,pulses and nuts,20.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2015-09-15,Beans (red) - Retail,KG,pulses and nuts,37.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2015-10-15,Beans (red) - Retail,KG,pulses and nuts,37.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2015-11-15,Beans (red) - Retail,KG,pulses and nuts,35.75,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2015-12-15,Beans (red) - Retail,KG,pulses and nuts,33.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-01-15,Beans (red) - Retail,KG,pulses and nuts,28.8,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-02-15,Beans (red) - Retail,KG,pulses and nuts,38.8,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-03-15,Beans (red) - Retail,KG,pulses and nuts,44.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-04-15,Beans (red) - Retail,KG,pulses and nuts,57.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-05-15,Beans (red) - Retail,KG,pulses and nuts,45.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-06-15,Beans (red) - Retail,KG,pulses and nuts,60.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-07-15,Beans (red) - Retail,KG,pulses and nuts,60.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-08-15,Beans (red) - Retail,KG,pulses and nuts,97.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-09-15,Beans (red) - Retail,KG,pulses and nuts,92.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-10-15,Beans (red) - Retail,KG,pulses and nuts,92.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-11-15,Beans (red) - Retail,KG,pulses and nuts,117.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2016-12-15,Beans (red) - Retail,KG,pulses and nuts,150.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-01-15,Beans (red) - Retail,KG,pulses and nuts,131.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-02-15,Beans (red) - Retail,KG,pulses and nuts,112.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-03-15,Beans (red) - Retail,KG,pulses and nuts,146.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-04-15,Beans (red) - Retail,KG,pulses and nuts,180.7,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-05-15,Beans (red) - Retail,KG,pulses and nuts,162.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-06-15,Beans (red) - Retail,KG,pulses and nuts,286.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-07-15,Beans (red) - Retail,KG,pulses and nuts,285.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-08-15,Beans (red) - Retail,KG,pulses and nuts,328.5,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-09-15,Beans (red) - Retail,KG,pulses and nuts,250.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-10-15,Beans (red) - Retail,KG,pulses and nuts,286.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-11-15,Beans (red) - Retail,KG,pulses and nuts,321.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2017-12-15,Beans (red) - Retail,KG,pulses and nuts,193.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2018-01-15,Beans (red) - Retail,KG,pulses and nuts,228.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2018-03-15,Beans (red) - Retail,KG,pulses and nuts,229.0,SSP,South Sudan,,2765,Wunrok,2240,78,15,5,5,2240_78_15_5,
2015-04-15,Oil (vegetable) - Retail,L,oil and fats,11.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2015-05-15,Oil (vegetable) - Retail,L,oil and fats,10.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2015-06-15,Oil (vegetable) - Retail,L,oil and fats,12.75,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2015-07-15,Oil (vegetable) - Retail,L,oil and fats,24.25,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2015-08-15,Oil (vegetable) - Retail,L,oil and fats,23.75,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2015-09-15,Oil (vegetable) - Retail,L,oil and fats,35.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2015-10-15,Oil (vegetable) - Retail,L,oil and fats,20.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2015-11-15,Oil (vegetable) - Retail,L,oil and fats,21.5,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2015-12-15,Oil (vegetable) - Retail,L,oil and fats,26.25,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-01-15,Oil (vegetable) - Retail,L,oil and fats,33.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-02-15,Oil (vegetable) - Retail,L,oil and fats,50.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-03-15,Oil (vegetable) - Retail,L,oil and fats,52.5,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-04-15,Oil (vegetable) - Retail,L,oil and fats,60.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-05-15,Oil (vegetable) - Retail,L,oil and fats,60.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-06-15,Oil (vegetable) - Retail,L,oil and fats,60.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-07-15,Oil (vegetable) - Retail,L,oil and fats,65.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-08-15,Oil (vegetable) - Retail,L,oil and fats,107.5,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-09-15,Oil (vegetable) - Retail,L,oil and fats,120.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-10-15,Oil (vegetable) - Retail,L,oil and fats,120.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-11-15,Oil (vegetable) - Retail,L,oil and fats,120.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2016-12-15,Oil (vegetable) - Retail,L,oil and fats,120.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-01-15,Oil (vegetable) - Retail,L,oil and fats,122.5,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-02-15,Oil (vegetable) - Retail,L,oil and fats,125.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-03-15,Oil (vegetable) - Retail,L,oil and fats,198.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-04-15,Oil (vegetable) - Retail,L,oil and fats,117.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-05-15,Oil (vegetable) - Retail,L,oil and fats,350.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-06-15,Oil (vegetable) - Retail,L,oil and fats,320.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-07-15,Oil (vegetable) - Retail,L,oil and fats,323.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-08-15,Oil (vegetable) - Retail,L,oil and fats,338.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-09-15,Oil (vegetable) - Retail,L,oil and fats,360.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-10-15,Oil (vegetable) - Retail,L,oil and fats,225.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-11-15,Oil (vegetable) - Retail,L,oil and fats,400.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2017-12-15,Oil (vegetable) - Retail,L,oil and fats,150.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2018-01-15,Oil (vegetable) - Retail,L,oil and fats,250.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2018-03-15,Oil (vegetable) - Retail,L,oil and fats,350.0,SSP,South Sudan,,2765,Wunrok,2240,96,15,15,6,2240_96_15_15,
2018-03-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,400.0,SSP,South Sudan,,2765,Wunrok,2240,119,15,5,5,2240_119_15_5,
2018-03-15,"Sugar (brown, imported) - Retail",KG,miscellaneous food,235.0,SSP,South Sudan,,2765,Wunrok,2240,223,15,5,7,2240_223_15_5,
2018-03-15,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,250.0,SSP,South Sudan,,2765,Wunrok,2240,465,15,51,8,2240_465_15_51,
2018-03-15,"Fuel (diesel, parallel market) - Retail",L,non-food,240.0,SSP,South Sudan,,2765,Wunrok,2240,505,15,15,8,2240_505_15_15,
2018-03-15,"Fuel (petrol-gasoline, parallel market) - Retail",L,non-food,240.0,SSP,South Sudan,,2765,Wunrok,2240,506,15,15,8,2240_506_15_15,
2018-03-15,"Livestock (sheep, medium-sized male) - Retail",Head,"meat, fish and eggs",4500.0,SSP,South Sudan,,2765,Wunrok,2240,507,15,61,2,2240_507_15_61,
2018-03-15,"Livestock (goat, medium-sized male) - Retail",Head,non-food,4875.0,SSP,South Sudan,,2765,Wunrok,2240,508,15,61,8,2240_508_15_61,
2015-04-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,30.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2015-05-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,40.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2015-06-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,33.75,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2015-07-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,29.5,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2015-08-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,29.25,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2015-09-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,35.75,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2015-10-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,42.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2015-11-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,40.75,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2015-12-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,40.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-01-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,35.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-02-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,38.2,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-03-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,71.8,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-04-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,80.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-05-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,80.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-06-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,80.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-07-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,80.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-08-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,123.8,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-09-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,160.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-10-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,155.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-11-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,150.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2016-12-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,270.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-01-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,137.5,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-02-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,125.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-03-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,192.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-04-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,206.7,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-05-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,270.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-06-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,243.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-07-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,272.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-08-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,268.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-09-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,224.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-10-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,165.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-11-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,193.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2017-12-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,150.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2018-01-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,250.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2018-03-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,250.0,SSP,South Sudan,,2765,Wunrok,2240,510,15,47,1,2240_510_15_47,
2018-03-15,Rice - Retail,KG,cereals and tubers,240.0,SSP,South Sudan,,2766,Jau,1391,52,15,5,1,1391_52_15_5,
2018-04-15,Rice - Retail,KG,cereals and tubers,275.0,SSP,South Sudan,,2766,Jau,1391,52,15,5,1,1391_52_15_5,
2018-06-15,Rice - Retail,KG,cereals and tubers,325.0,SSP,South Sudan,,2766,Jau,1391,52,15,5,1,1391_52_15_5,
2018-07-15,Rice - Retail,KG,cereals and tubers,288.0,SSP,South Sudan,,2766,Jau,1391,52,15,5,1,1391_52_15_5,
2018-08-15,Rice - Retail,KG,cereals and tubers,313.0,SSP,South Sudan,,2766,Jau,1391,52,15,5,1,1391_52_15_5,
2018-09-15,Rice - Retail,KG,cereals and tubers,350.0,SSP,South Sudan,,2766,Jau,1391,52,15,5,1,1391_52_15_5,
2018-10-15,Rice - Retail,KG,cereals and tubers,320.0,SSP,South Sudan,,2766,Jau,1391,52,15,5,1,1391_52_15_5,
2018-12-15,Rice - Retail,KG,cereals and tubers,313.0,SSP,South Sudan,,2766,Jau,1391,52,15,5,1,1391_52_15_5,
2019-03-15,Rice - Retail,KG,cereals and tubers,300.0,SSP,South Sudan,,2766,Jau,1391,52,15,5,1,1391_52_15_5,
2014-03-15,Maize meal - Retail,3.5 KG,cereals and tubers,10.0,SSP,South Sudan,,2766,Jau,1391,54,15,47,1,1391_54_15_47,
2018-03-15,Maize meal - Retail,KG,cereals and tubers,243.0,SSP,South Sudan,,2766,Jau,1391,54,15,5,1,1391_54_15_5,
2018-04-15,Maize meal - Retail,KG,cereals and tubers,263.0,SSP,South Sudan,,2766,Jau,1391,54,15,5,1,1391_54_15_5,
2018-06-15,Maize meal - Retail,KG,cereals and tubers,300.0,SSP,South Sudan,,2766,Jau,1391,54,15,5,1,1391_54_15_5,
2018-07-15,Maize meal - Retail,KG,cereals and tubers,288.0,SSP,South Sudan,,2766,Jau,1391,54,15,5,1,1391_54_15_5,
2018-08-15,Maize meal - Retail,KG,cereals and tubers,250.0,SSP,South Sudan,,2766,Jau,1391,54,15,5,1,1391_54_15_5,
2018-09-15,Maize meal - Retail,KG,cereals and tubers,250.0,SSP,South Sudan,,2766,Jau,1391,54,15,5,1,1391_54_15_5,
2018-10-15,Maize meal - Retail,KG,cereals and tubers,238.0,SSP,South Sudan,,2766,Jau,1391,54,15,5,1,1391_54_15_5,
2018-12-15,Maize meal - Retail,KG,cereals and tubers,200.0,SSP,South Sudan,,2766,Jau,1391,54,15,5,1,1391_54_15_5,
2009-05-15,Wheat flour - Retail,KG,cereals and tubers,3.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2009-06-15,Wheat flour - Retail,KG,cereals and tubers,2.75,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2009-07-15,Wheat flour - Retail,KG,cereals and tubers,4.625,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2009-08-15,Wheat flour - Retail,KG,cereals and tubers,6.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2009-09-15,Wheat flour - Retail,KG,cereals and tubers,3.625,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2009-10-15,Wheat flour - Retail,KG,cereals and tubers,3.75,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2009-11-15,Wheat flour - Retail,KG,cereals and tubers,4.25,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2009-12-15,Wheat flour - Retail,KG,cereals and tubers,4.625,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-01-15,Wheat flour - Retail,KG,cereals and tubers,4.75,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-02-15,Wheat flour - Retail,KG,cereals and tubers,5.5,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-03-15,Wheat flour - Retail,KG,cereals and tubers,5.3333,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-04-15,Wheat flour - Retail,KG,cereals and tubers,4.3333,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-05-15,Wheat flour - Retail,KG,cereals and tubers,4.25,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-06-15,Wheat flour - Retail,KG,cereals and tubers,3.5,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-07-15,Wheat flour - Retail,KG,cereals and tubers,3.8,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-09-15,Wheat flour - Retail,KG,cereals and tubers,6.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-10-15,Wheat flour - Retail,KG,cereals and tubers,2.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-11-15,Wheat flour - Retail,KG,cereals and tubers,3.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2010-12-15,Wheat flour - Retail,KG,cereals and tubers,3.6,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-01-15,Wheat flour - Retail,KG,cereals and tubers,4.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-02-15,Wheat flour - Retail,KG,cereals and tubers,4.5,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-03-15,Wheat flour - Retail,KG,cereals and tubers,4.5,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-04-15,Wheat flour - Retail,KG,cereals and tubers,4.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-05-15,Wheat flour - Retail,KG,cereals and tubers,5.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-06-15,Wheat flour - Retail,KG,cereals and tubers,6.3333,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-07-15,Wheat flour - Retail,KG,cereals and tubers,6.75,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-08-15,Wheat flour - Retail,KG,cereals and tubers,7.25,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-09-15,Wheat flour - Retail,KG,cereals and tubers,8.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-10-15,Wheat flour - Retail,KG,cereals and tubers,8.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-11-15,Wheat flour - Retail,KG,cereals and tubers,7.3333,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2011-12-15,Wheat flour - Retail,KG,cereals and tubers,7.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-01-15,Wheat flour - Retail,KG,cereals and tubers,6.75,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-02-15,Wheat flour - Retail,KG,cereals and tubers,7.5,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-03-15,Wheat flour - Retail,KG,cereals and tubers,7.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-04-15,Wheat flour - Retail,KG,cereals and tubers,6.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-05-15,Wheat flour - Retail,KG,cereals and tubers,7.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-07-15,Wheat flour - Retail,KG,cereals and tubers,6.8,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-08-15,Wheat flour - Retail,KG,cereals and tubers,7.2,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-09-15,Wheat flour - Retail,KG,cereals and tubers,8.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-10-15,Wheat flour - Retail,KG,cereals and tubers,7.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-11-15,Wheat flour - Retail,KG,cereals and tubers,8.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2012-12-15,Wheat flour - Retail,KG,cereals and tubers,7.75,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2013-01-15,Wheat flour - Retail,KG,cereals and tubers,7.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2013-02-15,Wheat flour - Retail,KG,cereals and tubers,6.25,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2013-03-15,Wheat flour - Retail,KG,cereals and tubers,6.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2014-01-15,Wheat flour - Retail,KG,cereals and tubers,7.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2014-02-15,Wheat flour - Retail,KG,cereals and tubers,6.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2014-03-15,Wheat flour - Retail,KG,cereals and tubers,5.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2014-04-15,Wheat flour - Retail,KG,cereals and tubers,5.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
2014-05-15,Wheat flour - Retail,KG,cereals and tubers,5.0,SSP,South Sudan,,2766,Jau,1391,58,15,5,1,1391_58_15_5,
